Removed Pin From Net: NetName=GND Pin=C14-1
Removed Pin From Net: NetName=GND Pin=C15-1
Removed Pin From Net: NetName=GND Pin=C33-1
Removed Pin From Net: NetName=GND Pin=R5-2
Removed Pin From Net: NetName=GND Pin=R9-1
Removed Pin From Net: NetName=GND Pin=R10-1
Removed Pin From Net: NetName=GND Pin=U4-A1
Removed Pin From Net: NetName=GND Pin=U4-A2
Removed Pin From Net: NetName=GND Pin=U4-A3
Removed Pin From Net: NetName=GND Pin=U4-A5
Removed Pin From Net: NetName=RC Pin=U4-A8
Removed Pin From Net: NetName=GND Pin=U4-A12
Removed Pin From Net: NetName=GND Pin=U4-B1
Removed Pin From Net: NetName=GND Pin=U4-B2
Removed Pin From Net: NetName=GND Pin=U4-B3
Removed Pin From Net: NetName=GND Pin=U4-B4
Removed Pin From Net: NetName=GND Pin=U4-B12
Removed Pin From Net: NetName=GND Pin=U4-C1
Removed Pin From Net: NetName=GND Pin=U4-C2
Removed Pin From Net: NetName=GND Pin=U4-C3
Removed Pin From Net: NetName=GND Pin=U4-C4
Removed Pin From Net: NetName=GND Pin=U4-C5
Removed Pin From Net: NetName=GND Pin=U4-C6
Removed Pin From Net: NetName=GND Pin=U4-C12
Removed Pin From Net: NetName=GND Pin=U4-D1
Removed Pin From Net: NetName=GND Pin=U4-D12
Removed Pin From Net: NetName=+12 Pin=U4-E1
Removed Pin From Net: NetName=+12 Pin=U4-E2
Removed Pin From Net: NetName=GND Pin=U4-E12
Removed Pin From Net: NetName=+12 Pin=U4-F1
Removed Pin From Net: NetName=+12 Pin=U4-F2
Removed Pin From Net: NetName=+12 Pin=U4-F3
Removed Pin From Net: NetName=+12 Pin=U4-F4
Removed Pin From Net: NetName=+12 Pin=U4-G1
Removed Pin From Net: NetName=+12 Pin=U4-G2
Removed Pin From Net: NetName=+12 Pin=U4-G3
Removed Pin From Net: NetName=+12 Pin=U4-G4
Removed Pin From Net: NetName=+12 Pin=U4-H1
Removed Pin From Net: NetName=+12 Pin=U4-H2
Removed Pin From Net: NetName=+12 Pin=U4-H3
Removed Pin From Net: NetName=+12 Pin=U4-H4
Removed Pin From Net: NetName=Power_IN Pin=U4-J12
Removed Pin From Net: NetName=Power_IN Pin=U4-K12
Removed Pin From Net: NetName=Power_IN Pin=U4-L12
Removed Pin From Net: NetName=Power_IN Pin=U4-M10
Removed Pin From Net: NetName=Power_IN Pin=U4-M11
Removed Pin From Net: NetName=Power_IN Pin=U4-M12
Removed Member From Class: ClassName=12_Supply Member=C14
Removed Member From Class: ClassName=12_Supply Member=C15
Removed Member From Class: ClassName=12_Supply Member=C33
Removed Member From Class: ClassName=12_Supply Member=L2
Removed Member From Class: ClassName=12_Supply Member=R3
Removed Member From Class: ClassName=12_Supply Member=R5
Removed Member From Class: ClassName=12_Supply Member=R6
Removed Member From Class: ClassName=12_Supply Member=R9
Removed Member From Class: ClassName=12_Supply Member=R10
Change Component Footprint: Designator=U4 Old Footprint=LT-LGA-141-05-08-1815_V New Footprint=LT-BGA-121-15000X15000X4920
Change Component Comment : Designator=U4 Old Comment=LTM4605EV#PBF New Comment=LTM8055IY
Change component parameters: Designator = "U4"; Footprint = "LT-BGA-121-15000X15000X4920"; UniqueID = "\OIQCPGHN"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Applications"; Value = "ITE(Commercial)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "PowerSupplies-BoardMount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Current - Output (Max)"; Value = "8.5A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet URL"; Value = "http://cds.linear.com/docs/en/datasheet/8055fa.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Version"; Value = "Rev. A, 01/2016"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Efficiency"; Value = "97.5%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Family"; Value = "DCDCConverters"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Features"; Value = "OTP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "LinearTechnology"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer URL"; Value = "http://www.linear.com/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting Technology"; Value = "SurfaceMount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting Type"; Value = "SurfaceMount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Outputs"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-40°C~125°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package / Case"; Value = "121-BGA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Description"; Value = "121-Ball BGA, Body 15 x 15 mm, Pitch 1.27 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Reference"; Value = "BGA-121"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package URL"; Value = "http://www.linear.com/docs/41075"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Version"; Value = "Rev. A, 11/2012"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tray"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PartId"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power (Watts) - Manufacture Series"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power (Watts) - Max"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Series"; Value = "µModule®"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Type"; Value = "Non-IsolatedPoLModule"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage - Input (Max)"; Value = "36V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage - Input (Min)"; Value = "5V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage - Isolation"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage - Output 1"; Value = "1.2~36V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage - Output 2"; Value = "-"; VariantName = "[No Variations]"
