Removed Pin From Net: NetName=Power_IN Pin=C9-1
Removed Pin From Net: NetName=GND Pin=C10-1
Removed Pin From Net: NetName=Power_IN Pin=C10-2
Removed Pin From Net: NetName=GND Pin=C11-1
Removed Pin From Net: NetName=Power_IN Pin=C11-2
Removed Pin From Net: NetName=GND Pin=C12-1
Removed Pin From Net: NetName=Power_IN Pin=C12-2
Removed Pin From Net: NetName=+5 Pin=C14-1
Removed Pin From Net: NetName=GND Pin=C14-2
Removed Pin From Net: NetName=+5 Pin=C15-2
Removed Pin From Net: NetName=GND Pin=R8-1
Removed Pin From Net: NetName=GND Pin=R9-1
Removed Pin From Net: NetName=GND Pin=R9-2
Removed Pin From Net: NetName=Aux+ Pin=RL1-3
Removed Pin From Net: NetName=Batt+ Pin=RL1-5
Removed Pin From Net: NetName=+5 Pin=U3-4
Removed Pin From Net: NetName=RC Pin=U5-3
Removed Member From Class: ClassName=LM-008 Member=C10
Removed Member From Class: ClassName=LM-008 Member=C11
Removed Member From Class: ClassName=LM-008 Member=C12
Removed Member From Class: ClassName=LM-008 Member=C14
Change Component Footprint: Designator=F1 Old Footprint=01530007Z New Footprint=PIN-W2/E2.8
Change Component Footprint: Designator=U5 Old Footprint=ONSC-SOT-553-5-463B_V New Footprint=DBV0005A_M
Change Component Footprint: Designator=C9 Old Footprint=RAD-0.1 New Footprint=CAPC1812(4532)230_M
Change Component Comment : Designator=C9 Old Comment=Aluminum Electrolytic Capacitors - Leaded 16V 470uF 20% New Comment=CAP CER 470PF 3KV X7R 1812
Change Component Comment : Designator=F1 Old Comment=Fuse holder New Comment=Fuse 1
Change Component Comment : Designator=U5 Old Comment=NCS2003XV53T2G New Comment=OPA188AIDBVR
Change Component Comment : Designator=R8 Old Comment=RES SMD 0.0 OHM JUMPER 1/8W 0805 New Comment=RES SMD 100K OHM 1% 1/8W 0805
Change Component Comment : Designator=R9 Old Comment=RES SMD 0.0 OHM JUMPER 1/8W 0805 New Comment=RES SMD 100K OHM 1% 1/8W 0805
Change component parameters: Designator = "U5"; Footprint = "DBV0005A_M"; UniqueID = "\BNIABHRW"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "CMRR(Min)(dB)"; Value = "120"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Code_JEDEC"; Value = "MO-178"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.ti.com/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.ti.com/lit/ds/symlink/opa188.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "Package Specification"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.ti.com/litv/pdf/mpds018i"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DatasheetVersion"; Value = "SBOS642A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Eco-Plan"; Value = "Green (RoHS & no Sb/Br)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "GBW(Typ)(MHz)"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Iq per channel(Max)(mA)"; Value = "0.51"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting Technology"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Channels"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Offset Drift(Typ)(uV/C)"; Value = "0.03"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "5-Pin Plastic Small Outline, Body 1.6 x 2.9 mm, Pitch 0.95 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "DBV0005A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageVersion"; Value = "4073253-4/K, 03/2006"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packing"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PartNumber"; Value = "OPA188AIDBVR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rating"; Value = "Catalog"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Slew Rate(Typ)(V/us)"; Value = "0.8"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SubFamily"; Value = "Zero Drift Precision Amplifier"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Total Supply Voltage(Max)(+5V is 5, +/-5V is 10)"; Value = "36"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Total Supply Voltage(Min)(+5V is 5, +/-5V is 10)"; Value = "4"; VariantName = "[No Variations]"
Change component parameters: Designator = "F1"; Footprint = "PIN-W2/E2.8"; UniqueID = "\YYUWBULA"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Thru-Hole; 2 Leads"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "PIN-W2/E2.8"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters: Designator = "C9"; Footprint = "CAPC1812(4532)230_M"; UniqueID = "\LXATEYGK"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Capacitance"; Value = "470pF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case/Package"; Value = "1812"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case Code (Imperial)"; Value = "1812"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case Code (Metric)"; Value = "4532"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.kemet.com/docfinder?Partnumber=C1812C471KHRACTU"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.kemet.com/docfinder?Partnumber=C1812C471KHRACTU"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Length"; Value = "0.177inch"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Kemet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "C1812C471KHRACTU"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Operating Temperature"; Value = "125°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
