Removed Pin From Net: NetName=+12 Pin=P6-1
Removed Pin From Net: NetName=Gearbox Htr Out Pin=P6-2
Removed Pin From Net: NetName=Conning Tower Htr Out Pin=P7-2
Removed Pin From Net: NetName=+12 Pin=P8-1
Removed Pin From Net: NetName=Arrestment Htr Out Pin=P8-2
Removed Pin From Net: NetName=Cross_Yellow Pin=P9-1
Removed Pin From Net: NetName=Cross_Green Pin=P9-2
Removed Pin From Net: NetName=Cross_Orange Pin=P9-3
Removed Pin From Net: NetName=METER_HTR_OUT Pin=P10-2
Removed Pin From Net: NetName=Long_Yellow Pin=P11-1
Removed Pin From Net: NetName=Long_Green Pin=P11-2
Removed Pin From Net: NetName=Long_Orange Pin=P11-3
Removed Pin From Net: NetName=Lid Thermistor Pin=P12-1
Removed Pin From Net: NetName=GND Pin=P12-2
Removed Pin From Net: NetName=Board1 Thermistor Pin=P13-1
Removed Pin From Net: NetName=GND Pin=P13-2
Removed Pin From Net: NetName=Board2 Thermistor Pin=P14-1
Removed Pin From Net: NetName=Board1 Htr Out Pin=P15-2
Removed Pin From Net: NetName=+12 Pin=P16-1
Removed Pin From Net: NetName=Board2 Htr Out Pin=P16-2
Removed Member From Class: ClassName=LM_HTR_001 Member=P16
Change Component Footprint: Designator=P2 Old Footprint=HDR1X2 New Footprint=IPL1-102-01-F-S-K
Change Component Footprint: Designator=P3 Old Footprint=HDR1X2 New Footprint=IPL1-102-01-F-S-K
Change Component Footprint: Designator=P4 Old Footprint=HDR1X2 New Footprint=IPL1-102-01-F-S-K
Change Component Footprint: Designator=P6 Old Footprint=HDR1X2 New Footprint=IPL1-102-01-F-S-K
Change Component Footprint: Designator=P7 Old Footprint=HDR1X2 New Footprint=IPL1-102-01-F-S-K
Change Component Footprint: Designator=P8 Old Footprint=HDR1X2 New Footprint=IPL1-102-01-F-S-K
Change Component Footprint: Designator=P10 Old Footprint=HDR1X2 New Footprint=IPL1-102-01-F-S-K
Change Component Footprint: Designator=P12 Old Footprint=HDR1X2 New Footprint=IPL1-102-01-F-S-K
Change Component Footprint: Designator=P14 Old Footprint=HDR1X2 New Footprint=IPL1-102-01-F-S-K
Change Component Footprint: Designator=P15 Old Footprint=HDR1X2 New Footprint=IPL1-102-01-F-S-K
Change Component Footprint: Designator=P13 Old Footprint=HDR1X2 New Footprint=IPL1-103-01-F-D
Change Component Footprint: Designator=P9 Old Footprint=HDR1X3 New Footprint=IPL1-102-01-F-S-K
Change Component Footprint: Designator=P11 Old Footprint=HDR1X3 New Footprint=IPL1-102-01-F-S-K
Change Component Footprint: Designator=P5 Old Footprint=HDR1X4 New Footprint=IPL1-104-01-L-S-K
Change Component Comment : Designator=P2 Old Comment=Header 2 New Comment=IPL1-102-01-F-S-K
Change Component Comment : Designator=P3 Old Comment=Header 2 New Comment=IPL1-102-01-F-S-K
Change Component Comment : Designator=P4 Old Comment=Header 2 New Comment=IPL1-102-01-F-S-K
Change Component Comment : Designator=P6 Old Comment=Header 2 New Comment=IPL1-102-01-F-S-K
Change Component Comment : Designator=P7 Old Comment=Header 2 New Comment=IPL1-102-01-F-S-K
Change Component Comment : Designator=P8 Old Comment=Header 2 New Comment=IPL1-102-01-F-S-K
Change Component Comment : Designator=P10 Old Comment=Header 2 New Comment=IPL1-102-01-F-S-K
Change Component Comment : Designator=P12 Old Comment=Header 2 New Comment=IPL1-102-01-F-S-K
Change Component Comment : Designator=P14 Old Comment=Header 2 New Comment=IPL1-102-01-F-S-K
Change Component Comment : Designator=P15 Old Comment=Header 2 New Comment=IPL1-102-01-F-S-K
Change Component Comment : Designator=P13 Old Comment=Header 2 New Comment=IPL1-103-01-F-D
Change Component Comment : Designator=P9 Old Comment=Header 3 New Comment=IPL1-102-01-F-S-K
Change Component Comment : Designator=P11 Old Comment=Header 3 New Comment=IPL1-102-01-F-S-K
Change component parameters: Designator = "P13"; Footprint = "IPL1-103-01-F-D"; UniqueID = "\TQLWFPWS"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://webassistants.partcommunity.com/23d-libs/samtec/search/resolve.html?EMAIL=mysamtec@samtec.com&PN=HTSW-114-05-F-D"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://webassistants.partcommunity.com/23d-libs/samtec/search/resolve.html?EMAIL=mysamtec@samtec.com&PN=HTSW-114-05-F-D"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "SAMTEC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "IPL1-103-01-F-D-K"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=1.8, 5000=1.56, 10000=1.46 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Newark"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "51P2678"; VariantName = "[No Variations]"
Change component parameters: Designator = "P2"; Footprint = "IPL1-102-01-F-S-K"; UniqueID = "\YEEYYPAQ"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Applications"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "Connectors, Interconnects"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "http://suddendocs.samtec.com/prints/ipl1-1xx-xx-xxx-s-xx-x-xx-mkt.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://suddendocs.samtec.com/prints/ipl1-1xx-xx-xxx-s-xx-x-xx-mkt.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Connector Type"; Value = "Header"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Finish - Mating"; Value = "Gold"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Finish - Post"; Value = "Tin"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Finish Thickness - Mating"; Value = "3µin (0.08µm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Finish Thickness - Post"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Length - Mating"; Value = "0.215" (5.46mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Length - Post"; Value = "0.120" (3.05mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Material"; Value = "Phosphor Bronze"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Shape"; Value = "Square"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Type"; Value = "Male Pin"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Current Rating"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Fastening Type"; Value = "Locking Ramp"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Features"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ingress Protection"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Insulation Color"; Value = "Natural"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Insulation Height"; Value = "0.320" (8.13mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Insulation Material"; Value = "Liquid Crystal Polymer (LCP)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Samtec Inc."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "IPL1-102-01-F-S-K"; VariantName = "[No Variations]"
