Removed Pin From Net: NetName=GND Pin=C43-1
Removed Pin From Net: NetName=+5 Pin=C43-2
Removed Pin From Net: NetName=GND Pin=P7-6
Removed Pin From Net: NetName=Thermistor 3 Pin=U21-1
Removed Pin From Net: NetName=GND Pin=U21-2
Removed Pin From Net: NetName=NetP10_4 Pin=U21-3
Removed Pin From Net: NetName=Thermistor 3 Pin=U21-4
Removed Pin From Net: NetName=+5 Pin=U21-5
Removed Pin From Net: NetName=Thermistor 5 Pin=U22-1
Removed Pin From Net: NetName=-5 Pin=U22-2
Removed Pin From Net: NetName=NetP8_4 Pin=U22-3
Removed Pin From Net: NetName=Thermistor 5 Pin=U22-4
Removed Pin From Net: NetName=Thermistor 4 Pin=U23-1
Removed Pin From Net: NetName=Thermistor 4 Pin=U23-4
Removed Pin From Net: NetName=Thermistor 2 Pin=U24-1
Removed Pin From Net: NetName=GND Pin=U24-2
Removed Pin From Net: NetName=NetP7_5 Pin=U24-3
Removed Pin From Net: NetName=Thermistor 2 Pin=U24-4
Removed Pin From Net: NetName=+5 Pin=U24-5
Removed Pin From Net: NetName=Thermistor 1 Pin=U25-1
Removed Pin From Net: NetName=GND Pin=U25-2
Removed Pin From Net: NetName=NetP7_4 Pin=U25-3
Removed Pin From Net: NetName=Thermistor 1 Pin=U25-4
Removed Member From Class: ClassName=ADC Member=C40
Removed Member From Class: ClassName=ADC Member=C43
Removed Member From Class: ClassName=ADC Member=U21
Removed Member From Class: ClassName=ADC Member=U22
Removed Member From Class: ClassName=ADC Member=U23
Removed Member From Class: ClassName=ADC Member=U24
Removed Member From Class: ClassName=ADC Member=U25
Change Component Footprint: Designator=C43 Old Footprint=CAPC0805(2012)145_N New Footprint=CAPC0805(2012)100_N
Change Component Footprint: Designator=U21 Old Footprint=DBV0005A_M New Footprint=ADI-CP-16-22_L
Change Component Footprint: Designator=U24 Old Footprint=DBV0005A_M New Footprint=ADI-N-8
Change Component Comment : Designator=C43 Old Comment=CAP CER 0.1UF 16V X7R 0805 New Comment=CAP 100nF 25V 0805(2012)
Change Component Comment : Designator=U24 Old Comment=OPA188AIDBVR New Comment=AD584KNZ
Change Component Comment : Designator=U21 Old Comment=OPA188AIDBVR New Comment=ADG1608BCPZ-REEL7
Change component parameters: Designator = "C43"; Footprint = "CAPC0805(2012)100_N"; UniqueID = "\MFKIDEQX"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "Capacitors"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Features"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height - Seated (Max)"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Style"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM21BR71E104KA01L"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Cut Tape (CT)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.2, 10=0.145, 100=0.0683, 500=0.04788, 1000=0.03964 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ratings"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RoHS"; Value = "RoHS Compliant"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
